SEX,DATE OF JOINING,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP
F,2013-09-21,Analyst,24.0,40986,Operations,27.0,5.0,1
F,2012-03-08,Senior Analyst,27.0,68182,IT,25.0,2.0,0
M,2014-12-18,Analyst,24.0,49955,IT,18.0,4.0,2
F,2014-08-29,Analyst,21.0,48283,IT,25.0,3.0,0
M,2013-02-07,Analyst,22.0,47859,IT,15.0,2.0,0
F,2013-12-07,Analyst,25.0,42666,Finance,22.0,5.0,2
F,2013-01-29,Analyst,25.0,49931,Operations,28.0,3.0,1
M,2014-05-23,Analyst,21.0,41605,Web,20.0,4.0,0
M,2013-10-31,Analyst,23.0,45927,Marketing,20.0,5.0,0
F,2014-12-22,Analyst,22.0,42263,Finance,17.0,4.0,0
M,2013-01-12,Analyst,21.0,44599,Web,19.0,4.0,0
M,2013-12-10,Analyst,25.0,42210,IT,28.0,5.0,2
F,2014-06-05,Analyst,25.0,41109,Marketing,29.0,3.0,2
F,2014-05-13,Analyst,24.0,45342,Management,16.0,2.0,1
M,2014-06-29,Analyst,22.0,42428,IT,18.0,4.0,0
F,2013-06-17,Analyst,21.0,46076,Operations,16.0,4.0,0
F,2013-04-18,Analyst,21.0,46064,Finance,25.0,3.0,0
F,2014-02-26,Analyst,23.0,46966,Finance,24.0,4.0,0
M,2015-01-12,Analyst,24.0,41445,Operations,22.0,2.0,2
F,2013-08-13,Analyst,23.0,44598,Finance,25.0,4.0,0
M,2014-12-01,Senior Analyst,26.0,64137,Web,27.0,5.0,0
F,2015-01-24,Associate,28.0,91920,Finance,19.0,4.0,6
M,2013-09-14,Analyst,25.0,46723,Web,19.0,4.0,2
M,2014-09-05,Analyst,21.0,44350,Finance,21.0,4.0,0
F,2013-07-26,Analyst,21.0,41979,Operations,18.0,2.0,0
F,2014-11-12,Analyst,24.0,47723,IT,22.0,2.0,2
F,2014-09-19,Analyst,22.0,45926,Finance,29.0,2.0,0
M,2015-01-31,Analyst,22.0,40040,Finance,25.0,4.0,0
F,2013-09-27,Analyst,25.0,46767,IT,15.0,3.0,2
F,2013-12-06,Analyst,23.0,40886,Web,15.0,2.0,0
F,2014-08-20,Analyst,25.0,44251,Web,29.0,3.0,3
F,2014-07-11,Analyst,22.0,48682,Management,27.0,3.0,0
M,2014-02-13,Senior Analyst,28.0,66184,Marketing,17.0,5.0,3
F,2014-07-18,Analyst,23.0,45379,Operations,15.0,5.0,1
F,2012-05-23,Senior Analyst,28.0,54749,Web,16.0,4.0,3
F,2014-09-13,Analyst,22.0,47832,Finance,22.0,3.0,0
F,2013-05-16,Associate,30.0,92184,Marketing,30.0,4.0,4
F,2013-04-12,Analyst,24.0,46591,Management,19.0,5.0,0
M,2014-11-08,Analyst,22.0,45673,Operations,29.0,2.0,0
F,2012-01-17,Senior Manager,35.0,182134,Web,20.0,5.0,9
M,2013-09-18,Analyst,24.0,49636,Operations,29.0,4.0,1
F,2014-05-30,Analyst,23.0,47376,Finance,22.0,2.0,0
M,2014-04-20,Analyst,22.0,45502,Management,27.0,4.0,0
M,2014-05-29,Analyst,23.0,45370,Web,29.0,5.0,0
F,2014-10-07,Analyst,24.0,48426,Marketing,22.0,2.0,2
F,2013-10-18,Analyst,24.0,43144,Web,27.0,5.0,1
F,2012-12-14,Director,39.0,366063,Marketing,20.0,3.0,13
M,2015-01-11,Senior Analyst,25.0,50266,IT,25.0,3.0,3
M,2014-12-04,Analyst,23.0,41760,IT,24.0,4.0,1
M,2014-05-08,Analyst,25.0,48877,Marketing,17.0,5.0,2
F,2012-02-24,Associate,31.0,96757,Finance,15.0,2.0,3
F,2014-05-13,Analyst,24.0,41714,Management,27.0,5.0,1
F,2013-07-08,Senior Analyst,28.0,65552,Management,28.0,4.0,1
M,2014-05-13,Analyst,25.0,45611,Marketing,27.0,5.0,2
F,2014-05-17,Senior Analyst,28.0,65267,Operations,22.0,4.0,1
M,2013-03-09,Senior Analyst,26.0,66184,IT,26.0,4.0,0
M,2014-04-23,Analyst,21.0,40732,Finance,23.0,2.0,0
F,2013-11-29,Analyst,21.0,49030,Management,25.0,2.0,0
M,2014-06-19,Analyst,24.0,48018,Management,28.0,3.0,1
F,2014-04-29,Analyst,21.0,47104,Marketing,16.0,2.0,0
F,2014-09-23,Analyst,23.0,40411,IT,16.0,4.0,1
F,2013-08-19,Analyst,24.0,44069,IT,26.0,4.0,1
F,2014-10-24,Analyst,23.0,45638,Operations,26.0,4.0,1
M,2013-05-25,Analyst,22.0,48667,Web,24.0,3.0,0
F,2013-11-20,Associate,29.0,84840,Web,26.0,5.0,2
F,2013-09-20,Manager,34.0,124680,Finance,15.0,4.0,8
F,2013-02-22,Analyst,22.0,49537,Marketing,26.0,4.0,0
F,2014-11-22,Analyst,25.0,40600,IT,20.0,3.0,3
M,2013-06-24,Analyst,22.0,43464,IT,27.0,2.0,0
F,2014-07-02,Analyst,24.0,43493,Marketing,16.0,5.0,1
M,2014-11-18,Analyst,21.0,41863,IT,16.0,4.0,0
M,2014-01-02,Analyst,23.0,47524,Finance,16.0,2.0,0
M,2014-07-17,Analyst,25.0,45534,Operations,21.0,3.0,3
F,2014-09-08,Analyst,22.0,41887,Finance,29.0,3.0,0
F,2013-04-22,Analyst,23.0,49434,IT,15.0,3.0,0
M,2013-03-26,Analyst,23.0,42992,Marketing,30.0,2.0,0
M,2013-03-18,Analyst,24.0,42086,IT,24.0,5.0,0
M,2014-09-23,Analyst,25.0,44496,IT,18.0,2.0,3
F,2013-10-11,Analyst,21.0,48492,Operations,16.0,4.0,0
M,2013-06-25,Analyst,21.0,44512,Marketing,25.0,3.0,0
M,2013-05-11,Analyst,22.0,45515,Finance,29.0,4.0,0
F,2013-05-11,Analyst,25.0,48762,IT,24.0,2.0,1
M,2015-01-12,Analyst,21.0,48182,Operations,21.0,4.0,0
F,2014-05-08,Analyst,21.0,42467,Marketing,21.0,3.0,0
M,2014-02-10,Analyst,23.0,43482,Web,21.0,3.0,0
M,2013-08-12,Analyst,22.0,41705,Operations,25.0,2.0,0
F,2014-11-26,Analyst,21.0,48751,Operations,15.0,4.0,0
M,2014-07-20,Analyst,22.0,42475,Management,19.0,2.0,0
F,2013-07-31,Analyst,23.0,46854,IT,20.0,5.0,0
M,2013-06-10,Analyst,21.0,43282,Finance,20.0,3.0,0
F,2015-01-20,Analyst,22.0,42641,Web,15.0,3.0,0
M,2013-09-04,Analyst,21.0,49470,Web,22.0,4.0,0
F,2013-08-12,Analyst,22.0,48160,Marketing,16.0,4.0,0
M,2013-06-01,Analyst,24.0,41728,IT,22.0,3.0,0
F,2014-10-16,Analyst,22.0,44976,Finance,15.0,2.0,0
M,2015-01-19,Analyst,23.0,44820,Operations,30.0,2.0,1
M,2013-08-01,Analyst,25.0,43833,Web,19.0,3.0,2
F,2012-04-11,Manager,32.0,100124,Web,29.0,2.0,5
F,2013-05-17,Analyst,25.0,46572,Marketing,21.0,5.0,1
F,2014-12-11,Analyst,25.0,45680,Management,27.0,5.0,3
M,2012-02-22,Director,44.0,225339,Management,23.0,5.0,16
F,2012-02-25,Senior Manager,36.0,195984,Management,17.0,4.0,10
F,2013-11-18,Analyst,24.0,45870,Web,18.0,3.0,1
F,2012-05-02,Associate,30.0,78202,IT,16.0,3.0,3
M,2013-05-30,Analyst,21.0,43378,Management,30.0,5.0,0
M,2013-01-02,Analyst,24.0,43587,Marketing,15.0,5.0,0
M,2013-02-26,Associate,29.0,85615,IT,30.0,3.0,3
F,2014-06-05,Analyst,22.0,44675,Finance,18.0,5.0,0
F,2014-07-08,Analyst,22.0,42054,Management,15.0,5.0,0
M,2014-02-14,Associate,30.0,94026,Operations,17.0,3.0,7
M,2012-10-07,Associate,32.0,76072,Operations,15.0,5.0,8
M,2012-05-08,Manager,32.0,138569,Management,15.0,5.0,6
F,2014-04-23,Analyst,22.0,43990,Finance,24.0,3.0,0
M,2014-08-02,Analyst,24.0,46485,Marketing,16.0,4.0,2
F,2013-07-23,Analyst,24.0,44684,IT,22.0,3.0,1
M,2014-11-28,Analyst,24.0,47639,Web,17.0,5.0,2
F,2013-03-15,Analyst,25.0,40417,Finance,18.0,4.0,1
F,2013-07-10,Senior Analyst,27.0,65090,Finance,30.0,2.0,4
F,2015-01-21,Analyst,24.0,48436,IT,21.0,3.0,2
F,2012-03-14,Senior Analyst,25.0,56028,Finance,26.0,5.0,0
F,2010-11-11,Director,39.0,213987,Web,24.0,5.0,13
F,2013-07-10,Analyst,23.0,48934,Web,19.0,3.0,0
M,2014-03-21,Analyst,23.0,40354,Management,20.0,2.0,0
F,2014-09-09,Associate,30.0,83971,Marketing,29.0,4.0,8
F,2014-02-20,Analyst,25.0,43066,Finance,15.0,2.0,2
F,2011-11-12,Senior Manager,35.0,197526,IT,27.0,3.0,6
F,2014-09-26,Analyst,25.0,47499,Web,21.0,5.0,3
F,2013-01-17,Analyst,21.0,42122,IT,16.0,2.0,0
F,2013-02-18,Analyst,21.0,48661,Web,21.0,3.0,0
F,2013-06-28,Analyst,24.0,43433,Finance,24.0,5.0,0
M,2014-03-26,Analyst,21.0,41452,Marketing,25.0,2.0,0
F,2012-04-23,Senior Analyst,27.0,59877,Marketing,15.0,3.0,0
F,2013-02-16,Analyst,24.0,48769,IT,20.0,5.0,0
F,2013-06-03,Analyst,22.0,45221,Management,28.0,4.0,0
M,2014-12-31,Analyst,23.0,40524,Marketing,19.0,2.0,1
M,2014-06-11,Analyst,25.0,47692,Web,29.0,2.0,2
M,2012-12-01,Senior Analyst,28.0,59310,Marketing,20.0,2.0,3
F,2013-06-24,Analyst,21.0,48849,Management,22.0,5.0,0
M,2014-11-29,Senior Manager,37.0,178590,IT,25.0,4.0,14
F,2015-01-21,Analyst,21.0,45774,Finance,18.0,5.0,0
M,2010-02-05,Manager,35.0,144095,Operations,26.0,5.0,6
M,2013-06-12,Senior Analyst,26.0,54987,Marketing,25.0,3.0,1
M,2012-09-23,Manager,32.0,118174,Marketing,27.0,4.0,8
M,2014-10-05,Analyst,23.0,40356,Management,15.0,3.0,1
M,2014-04-11,Analyst,23.0,47755,Marketing,18.0,4.0,0
M,2014-09-20,Analyst,23.0,48302,Finance,25.0,2.0,1
F,2012-08-17,Senior Analyst,25.0,56004,Web,24.0,2.0,0
M,2013-09-06,Associate,28.0,83197,Marketing,22.0,2.0,4
F,2013-10-15,Analyst,22.0,47668,Finance,20.0,5.0,0
F,2011-04-18,Associate,28.0,86413,Marketing,27.0,3.0,1
M,2013-06-10,Senior Manager,37.0,158394,IT,21.0,3.0,13
F,2014-07-11,Analyst,23.0,48602,Web,29.0,4.0,1
M,2014-05-04,Senior Analyst,26.0,52355,Management,23.0,4.0,1
F,2014-06-02,Analyst,25.0,40704,Marketing,29.0,5.0,2
F,2013-01-05,Analyst,25.0,40113,Management,15.0,4.0,1
M,2014-01-10,Analyst,21.0,47880,Management,29.0,3.0,0
M,2014-05-29,Analyst,23.0,43188,IT,19.0,2.0,0
M,2013-12-26,Senior Analyst,26.0,53535,Operations,20.0,3.0,2
M,2014-11-20,Analyst,24.0,44149,Web,19.0,3.0,2
M,2013-02-19,Senior Analyst,28.0,51369,Management,20.0,3.0,2
F,2014-08-19,Analyst,25.0,41668,Finance,27.0,5.0,3
M,2014-09-30,Analyst,24.0,40727,IT,15.0,2.0,2
M,2013-09-26,Analyst,22.0,45249,Management,25.0,3.0,0
F,2014-06-25,Analyst,25.0,41688,Marketing,17.0,5.0,2
M,2014-11-11,Senior Analyst,25.0,55791,Web,22.0,3.0,2
M,2014-06-16,Analyst,23.0,41467,Web,19.0,3.0,0
F,2014-03-12,Analyst,23.0,45230,Marketing,23.0,5.0,0
F,2014-02-13,Analyst,23.0,41020,Web,28.0,4.0,0
F,2012-02-14,Senior Analyst,25.0,55980,IT,18.0,2.0,0
M,2013-03-27,Senior Analyst,25.0,51423,Marketing,24.0,5.0,0
M,2013-06-24,Analyst,25.0,48536,Operations,15.0,4.0,1
F,2013-07-30,Analyst,24.0,44359,Finance,18.0,5.0,1
F,2012-06-23,Manager,33.0,120988,IT,22.0,3.0,5
M,2014-05-11,Senior Analyst,27.0,57569,IT,26.0,4.0,4
F,2014-08-26,Analyst,23.0,43343,IT,22.0,2.0,1
M,2014-08-24,Analyst,21.0,47072,Operations,28.0,2.0,0
M,2013-07-03,Analyst,22.0,46074,Web,29.0,3.0,0
M,2012-06-12,Senior Manager,39.0,193319,Finance,20.0,5.0,10
F,2014-11-07,Senior Manager,35.0,151903,IT,21.0,5.0,12
F,2015-01-18,Analyst,23.0,45514,Finance,20.0,4.0,1
F,2015-01-15,Analyst,25.0,48722,IT,26.0,2.0,3
M,2013-07-11,Analyst,21.0,45522,Marketing,23.0,2.0,0
F,2014-01-28,Analyst,24.0,46776,Operations,26.0,5.0,1
F,2014-06-17,Analyst,25.0,46779,Management,18.0,4.0,2
M,2013-12-19,Analyst,23.0,48752,Finance,23.0,3.0,0
M,2013-10-31,Analyst,24.0,41950,IT,26.0,2.0,1
M,2013-09-16,Senior Analyst,25.0,57923,Management,28.0,3.0,1
F,2014-02-19,Analyst,23.0,48413,Management,22.0,5.0,0
M,2011-06-15,Manager,32.0,135210,Web,18.0,2.0,4
F,2013-12-12,Analyst,25.0,47250,Marketing,27.0,3.0,2
F,2013-06-03,Analyst,22.0,43472,Web,19.0,4.0,0
F,2014-05-06,Associate,31.0,96876,IT,25.0,4.0,4
F,2013-03-15,Analyst,25.0,48180,Marketing,20.0,2.0,1
M,2014-07-16,Associate,31.0,80367,Finance,15.0,2.0,8
M,2014-06-09,Analyst,22.0,48070,Finance,30.0,2.0,0
F,2014-05-19,Manager,35.0,140823,Web,19.0,5.0,11
M,2014-07-15,Analyst,21.0,41416,Marketing,17.0,5.0,0
M,2010-02-27,Manager,34.0,132054,Finance,16.0,4.0,5
F,2014-09-11,Analyst,23.0,42280,IT,18.0,2.0,1
M,2014-08-13,Analyst,24.0,45464,IT,23.0,5.0,2
M,2013-12-15,Analyst,25.0,45761,Web,28.0,5.0,2
M,2013-08-09,Associate,29.0,72237,Management,25.0,4.0,2
F,2014-09-18,Senior Analyst,26.0,51441,Finance,16.0,4.0,4
F,2014-10-26,Analyst,22.0,46540,Operations,19.0,2.0,0
F,2014-02-16,Analyst,24.0,45963,Finance,15.0,5.0,1
M,2012-10-21,Senior Manager,39.0,190626,Finance,30.0,5.0,13
M,2013-07-10,Analyst,22.0,48650,Operations,20.0,5.0,0
F,2013-01-31,Analyst,24.0,42250,Management,23.0,4.0,0
F,2013-08-23,Senior Analyst,26.0,64060,Web,28.0,4.0,1
M,2015-01-27,Analyst,21.0,42627,Operations,27.0,3.0,0
M,2013-07-11,Analyst,21.0,41487,Finance,16.0,3.0,0
M,2014-10-02,Analyst,24.0,40985,Web,18.0,5.0,2
M,2013-02-04,Analyst,22.0,46247,Operations,22.0,4.0,0
F,2013-01-25,Analyst,21.0,43681,Management,25.0,5.0,0
M,2013-02-02,Analyst,22.0,43161,Operations,21.0,4.0,0
F,2011-04-05,Associate,28.0,70589,Operations,25.0,5.0,0
M,2012-01-10,Senior Analyst,27.0,52533,Operations,25.0,3.0,1
F,2013-01-24,Analyst,21.0,41726,Marketing,26.0,4.0,0
F,2013-12-27,Analyst,25.0,45674,Web,28.0,3.0,2
F,2014-03-15,Analyst,23.0,48225,IT,19.0,4.0,0
M,2013-10-07,Analyst,21.0,43414,IT,17.0,5.0,0
M,2012-11-29,Associate,30.0,81901,IT,22.0,4.0,6
M,2014-02-02,Analyst,24.0,48122,Management,20.0,2.0,1
M,2013-07-11,Analyst,22.0,41657,Web,23.0,5.0,0
F,2014-04-12,Analyst,22.0,40485,Management,27.0,5.0,0
M,2013-11-04,Analyst,22.0,45836,Marketing,23.0,3.0,0
M,2013-06-20,Analyst,22.0,43168,Finance,24.0,5.0,0
M,2014-01-07,Analyst,23.0,48467,Operations,21.0,3.0,0
F,2014-11-23,Analyst,23.0,45696,IT,22.0,5.0,1
M,2013-09-03,Analyst,23.0,47719,Web,17.0,2.0,0
M,2014-11-24,Analyst,22.0,41290,Marketing,24.0,3.0,0
F,2014-06-16,Analyst,21.0,46550,Operations,19.0,2.0,0
F,2014-12-25,Analyst,25.0,48263,Operations,19.0,3.0,3
M,2013-05-02,Analyst,22.0,46312,Management,24.0,3.0,0
M,2013-12-28,Analyst,22.0,48854,IT,15.0,4.0,0
M,2012-08-18,Senior Analyst,25.0,52567,Marketing,19.0,3.0,0
M,2014-10-14,Analyst,23.0,49095,Finance,30.0,2.0,1
F,2013-08-06,Analyst,22.0,47248,Web,17.0,2.0,0
M,2013-07-01,Analyst,23.0,44364,Web,15.0,5.0,0
M,2013-05-02,Analyst,22.0,48482,IT,29.0,3.0,0
M,2010-07-19,Manager,33.0,121962,Finance,16.0,3.0,7
M,2014-10-01,Analyst,22.0,48305,Web,25.0,5.0,0
M,2014-09-30,Analyst,25.0,41194,IT,17.0,4.0,3
F,2014-08-07,Analyst,25.0,49748,Operations,22.0,5.0,3
F,2014-03-11,Senior Analyst,28.0,58566,Operations,28.0,3.0,5
M,2014-02-17,Director,39.0,301872,Operations,27.0,2.0,15
M,2014-10-10,Senior Analyst,26.0,66227,Operations,20.0,4.0,1
F,2013-03-30,Analyst,23.0,46105,Finance,16.0,3.0,0
M,2012-02-25,Senior Analyst,27.0,51055,Operations,27.0,2.0,2
F,2014-10-18,Senior Manager,36.0,197900,Marketing,29.0,4.0,14
F,2014-03-05,Analyst,25.0,42221,IT,25.0,4.0,2
M,2013-01-21,Analyst,25.0,41308,IT,19.0,3.0,1
F,2014-12-11,Analyst,23.0,45374,Operations,28.0,3.0,1
M,2014-09-02,Analyst,24.0,42897,Web,30.0,3.0,2
F,2013-05-10,Analyst,24.0,48046,Operations,17.0,5.0,0
F,2014-02-22,Analyst,22.0,44997,IT,16.0,4.0,0
M,2013-09-14,Analyst,23.0,40787,Web,29.0,5.0,0
M,2011-08-26,Associate,29.0,71488,IT,30.0,2.0,1
M,2013-05-11,Senior Analyst,25.0,51377,Marketing,22.0,5.0,0
M,2013-05-15,Analyst,22.0,45528,IT,18.0,2.0,0
F,2013-04-12,Analyst,21.0,43740,Marketing,20.0,3.0,0
M,2014-06-20,Analyst,24.0,43681,Marketing,22.0,4.0,1
F,2009-06-20,Director,42.0,236901,Operations,23.0,5.0,11
M,2014-12-24,Analyst,25.0,44448,Operations,26.0,3.0,3
F,2013-12-31,Analyst,22.0,49141,Marketing,19.0,3.0,0
M,2013-08-04,Analyst,24.0,45589,IT,18.0,5.0,1
M,2014-10-10,Analyst,23.0,42055,Operations,19.0,3.0,1
M,2013-08-27,Analyst,21.0,46640,Operations,21.0,5.0,0
M,2013-04-10,Analyst,24.0,43385,Finance,25.0,4.0,0
M,2013-10-22,Analyst,24.0,40567,Operations,25.0,3.0,1
F,2013-06-21,Analyst,21.0,43932,Finance,30.0,3.0,0
M,2015-01-19,Analyst,24.0,41386,Web,20.0,4.0,2
F,2014-05-06,Analyst,22.0,42240,IT,25.0,3.0,0
F,2014-02-09,Analyst,21.0,41257,Web,21.0,3.0,0
F,2012-07-25,Associate,30.0,74929,Finance,21.0,5.0,6
F,2015-01-23,Analyst,24.0,46509,Marketing,29.0,3.0,2
F,2014-12-27,Analyst,24.0,48082,Marketing,17.0,3.0,2
F,2013-07-29,Analyst,24.0,43710,Finance,17.0,5.0,1
M,2015-01-10,Analyst,24.0,43464,Operations,30.0,4.0,2
M,2012-02-05,Associate,29.0,84058,Management,18.0,3.0,1
F,2013-03-10,Analyst,21.0,47029,IT,22.0,5.0,0
F,2014-02-05,Analyst,22.0,49634,Operations,16.0,2.0,0
F,2013-12-13,Analyst,23.0,45349,Finance,17.0,3.0,0
M,2013-06-08,Analyst,25.0,42306,IT,28.0,5.0,1
F,2014-01-19,Analyst,22.0,48860,Management,17.0,3.0,0
F,2014-01-03,Analyst,25.0,48923,Management,29.0,3.0,2
F,2014-12-06,Associate,28.0,82388,Finance,26.0,2.0,4
M,2013-06-29,Analyst,22.0,40992,Finance,23.0,5.0,0
M,2014-05-07,Analyst,25.0,43176,Marketing,30.0,4.0,2
F,2013-03-09,Analyst,22.0,41132,Operations,19.0,4.0,0
M,2013-12-10,Analyst,23.0,42624,Management,17.0,4.0,0
F,2013-12-12,Analyst,22.0,43308,Web,19.0,2.0,0
F,2013-08-23,Senior Analyst,26.0,50492,Management,18.0,2.0,3
M,2013-11-16,Analyst,23.0,40698,Operations,29.0,4.0,0
M,2013-12-31,Analyst,25.0,46788,Web,28.0,5.0,2
M,2013-05-11,Analyst,21.0,40246,Marketing,24.0,5.0,0
M,2013-01-10,Analyst,23.0,45957,Operations,16.0,3.0,0
F,2014-06-05,Analyst,24.0,42952,Operations,28.0,3.0,1
F,2015-01-10,Analyst,23.0,47266,Operations,27.0,3.0,1
F,2014-10-27,Senior Analyst,28.0,56552,Marketing,17.0,5.0,2
M,2014-05-21,Manager,33.0,105657,Management,29.0,2.0,7
M,2014-07-11,Analyst,22.0,48572,IT,18.0,5.0,0
M,2013-08-09,Analyst,24.0,48414,Finance,23.0,3.0,1
M,2015-01-23,Analyst,24.0,42144,Finance,26.0,3.0,2
M,2013-04-09,Analyst,21.0,44044,Management,19.0,5.0,0
M,2013-04-22,Analyst,22.0,48695,Web,17.0,4.0,0
F,2014-08-29,Analyst,21.0,42395,IT,27.0,3.0,0
M,2014-04-12,Manager,32.0,100764,IT,19.0,4.0,7
F,2014-12-09,Manager,33.0,142291,Management,26.0,4.0,9
M,2014-05-18,Analyst,25.0,48776,Management,15.0,3.0,2
F,2014-09-04,Analyst,23.0,43063,Marketing,27.0,3.0,1
M,2012-05-16,Senior Analyst,25.0,58290,Operations,25.0,3.0,0
F,2014-08-25,Analyst,22.0,45054,Marketing,19.0,2.0,0
F,2014-02-18,Analyst,25.0,43272,Operations,18.0,4.0,2
F,2014-11-13,Analyst,23.0,43260,Management,29.0,5.0,1
M,2014-07-20,Analyst,23.0,42237,Finance,15.0,4.0,1
F,2014-12-01,Senior Analyst,26.0,58366,Finance,28.0,5.0,2
F,2014-12-27,Analyst,24.0,46351,Finance,18.0,4.0,2
F,2014-10-07,Analyst,22.0,41381,Marketing,29.0,3.0,0
F,2015-01-14,Analyst,23.0,45704,Web,19.0,5.0,1
F,2011-01-26,Associate,29.0,97161,Finance,15.0,2.0,0
M,2014-01-05,Senior Analyst,26.0,67194,Web,15.0,2.0,0
F,2014-09-25,Analyst,22.0,44919,Management,23.0,3.0,0
F,2013-10-19,Analyst,24.0,48841,Operations,19.0,3.0,1
M,2012-05-06,Senior Analyst,26.0,60987,Finance,17.0,2.0,0
M,2012-10-03,Senior Analyst,25.0,56926,Finance,22.0,5.0,0
F,2013-02-14,Analyst,21.0,40684,Web,25.0,2.0,0
M,2012-09-25,Senior Manager,35.0,170971,Marketing,28.0,2.0,8
F,2013-02-14,Analyst,23.0,48511,Management,23.0,2.0,0
F,2014-08-24,Analyst,21.0,40271,Web,29.0,2.0,0
M,2013-11-28,Analyst,24.0,42805,Web,25.0,4.0,1
M,2014-09-02,Analyst,22.0,48030,Marketing,15.0,5.0,0
F,2013-06-09,Analyst,23.0,48730,IT,27.0,2.0,0
M,2013-07-19,Analyst,22.0,44638,Finance,15.0,5.0,0
F,2013-12-10,Analyst,25.0,43592,Web,18.0,2.0,2
F,2014-11-10,Senior Analyst,25.0,52704,Finance,28.0,4.0,0
M,2012-04-12,Senior Analyst,26.0,62533,IT,18.0,5.0,0
F,2014-05-02,Analyst,22.0,41144,IT,26.0,5.0,0
F,2014-05-15,Analyst,21.0,48025,Finance,26.0,5.0,0
F,2013-09-30,Analyst,21.0,45621,Marketing,23.0,2.0,0
F,2013-03-31,Analyst,25.0,43453,Management,25.0,5.0,1
F,2014-09-18,Analyst,24.0,48042,Finance,27.0,5.0,2
F,2013-10-30,Director,40.0,225412,Marketing,25.0,4.0,15
F,2014-12-08,Associate,31.0,88029,Finance,23.0,3.0,6
F,2014-05-20,Analyst,25.0,49968,IT,17.0,4.0,2
F,2012-11-25,Senior Analyst,25.0,62791,Web,23.0,5.0,0
M,2015-01-02,Analyst,23.0,40403,IT,15.0,5.0,1
F,2014-11-08,Senior Analyst,28.0,66747,Marketing,30.0,3.0,5
F,2014-11-04,Analyst,21.0,41962,Management,22.0,3.0,0
F,2014-06-04,Analyst,21.0,48240,Management,16.0,4.0,0
M,2013-03-20,Analyst,24.0,45631,Marketing,29.0,2.0,0
F,2013-09-28,Associate,28.0,94962,Web,17.0,2.0,1
F,2014-09-03,Analyst,22.0,45371,Operations,30.0,2.0,0
M,2015-01-03,Analyst,23.0,41888,Marketing,22.0,3.0,1
M,2014-05-12,Analyst,21.0,42822,Marketing,29.0,2.0,0
F,2014-01-16,Analyst,24.0,43900,Operations,23.0,5.0,1
F,2014-08-08,Analyst,24.0,47588,IT,19.0,3.0,2
F,2014-12-29,Analyst,23.0,43818,Management,17.0,3.0,1
M,2014-06-21,Associate,30.0,75507,Web,15.0,2.0,5
F,2014-01-24,Analyst,24.0,49822,Operations,18.0,3.0,1
M,2014-12-04,Senior Analyst,26.0,64540,Operations,26.0,5.0,0
F,2013-03-20,Analyst,24.0,41720,Marketing,24.0,4.0,0
F,2013-01-20,Analyst,22.0,40900,IT,29.0,5.0,0
M,2013-01-16,Senior Analyst,26.0,66540,Management,25.0,4.0,1
F,2013-01-13,Analyst,23.0,41394,IT,16.0,4.0,0
F,2014-08-18,Analyst,24.0,44946,Finance,28.0,3.0,2
F,2013-04-21,Analyst,24.0,49624,IT,17.0,4.0,0
M,2014-01-17,Analyst,23.0,47590,IT,24.0,2.0,0
F,2014-01-05,Analyst,23.0,49296,Web,20.0,3.0,0
F,2013-01-30,Analyst,25.0,45729,IT,18.0,5.0,1
F,2013-04-15,Senior Analyst,28.0,51184,Web,24.0,2.0,2
M,2012-01-29,Senior Analyst,26.0,53602,Web,26.0,4.0,1
M,2014-01-05,Analyst,22.0,40312,Operations,29.0,4.0,0
F,2014-01-13,Analyst,23.0,46325,Management,20.0,4.0,0
M,2014-01-05,Analyst,21.0,41930,Finance,27.0,2.0,0
M,2013-08-18,Analyst,24.0,42289,Operations,18.0,4.0,1
M,2014-11-26,Analyst,24.0,45748,IT,15.0,5.0,2
M,2014-04-24,Analyst,23.0,41273,Finance,28.0,2.0,0
M,2014-07-28,Analyst,22.0,44391,Operations,18.0,5.0,0
F,2014-06-02,Analyst,25.0,47051,Operations,27.0,4.0,2
F,2011-04-28,Senior Manager,35.0,176567,IT,18.0,2.0,9
F,2012-05-15,Manager,35.0,123504,Marketing,15.0,2.0,9
F,2014-10-30,Analyst,22.0,48789,IT,27.0,2.0,0
F,2013-04-19,Analyst,21.0,42760,Marketing,20.0,2.0,0
M,2013-08-14,Analyst,24.0,48451,Finance,22.0,3.0,1
F,2013-03-09,Analyst,25.0,49310,Web,23.0,4.0,1
F,2011-01-21,Senior Manager,37.0,190414,Management,26.0,4.0,9
F,2013-10-05,Analyst,23.0,42538,IT,20.0,4.0,0
M,2014-08-24,Analyst,24.0,49469,Finance,22.0,3.0,2
F,2014-04-23,Analyst,23.0,41457,IT,18.0,4.0,0
M,2013-11-09,Analyst,23.0,47534,Finance,29.0,3.0,0
M,2013-03-12,Analyst,21.0,47658,Operations,29.0,3.0,0
M,2010-11-03,Manager,34.0,139615,Web,19.0,5.0,6
M,2014-12-16,Analyst,22.0,44103,Web,25.0,3.0,0
M,2014-11-15,Analyst,22.0,41694,Finance,30.0,3.0,0
F,2014-07-09,Analyst,21.0,45185,Marketing,29.0,4.0,0
F,2014-01-09,Analyst,24.0,44938,Management,19.0,5.0,1
M,2013-03-10,Analyst,25.0,41546,Marketing,16.0,3.0,1
F,2011-01-23,Associate,29.0,86548,Operations,19.0,3.0,3
